Distance,AverageDensity_Near,AverageDensity_Mid,AverageDensity_Far,AverageD2surface,PBPotential
29.139,10.5,75.0,657.5,8.893,0.010
11.992,10.0,79.5,752.0,9.738,0.578
18.209,11.0,83.0,765.0,9.485,0.209
19.573,10.5,79.0,691.0,8.281,0.115
28.889,11.5,74.5,656.5,8.639,0.013
16.255,10.0,85.0,919.5,12.066,0.436
27.867,10.0,79.0,644.0,9.184,0.015
20.640,11.0,78.0,712.0,8.355,0.082
26.077,11.5,79.0,681.5,9.183,0.026
7.185,9.5,74.0,634.0,8.561,1.472
23.915,9.0,69.0,554.5,7.097,0.022
30.018,11.5,71.5,571.5,6.847,0.009
8.530,11.0,62.0,675.0,7.285,0.798
9.236,11.0,53.0,587.0,5.785,0.474
13.099,11.0,55.5,772.0,8.744,0.266
15.218,10.5,53.0,627.0,7.502,0.110
18.279,10.0,59.0,720.5,7.489,0.086
23.929,10.5,42.5,601.5,6.284,0.014
21.046,11.5,55.5,724.0,7.890,0.050
28.308,8.5,23.5,423.5,6.019,0.006
26.232,10.5,43.5,630.0,7.657,0.012
19.981,11.0,56.5,761.0,8.598,0.069
21.133,10.5,44.5,518.5,4.349,0.028
28.363,8.0,32.0,459.5,5.659,0.005
16.242,10.0,53.0,688.0,7.490,0.120
20.971,11.5,47.0,473.0,3.843,0.039
25.331,9.0,30.0,405.5,2.412,0.014
24.921,10.5,50.5,596.0,6.030,0.018
18.842,12.0,47.0,586.0,7.643,0.085
19.409,10.0,27.0,424.0,4.771,0.060
25.678,10.0,42.5,449.0,5.080,0.013
26.551,10.0,53.0,519.0,5.831,0.013
19.230,11.5,32.5,464.0,5.912,0.058
24.085,11.5,23.5,335.0,2.412,0.022
28.164,12.0,51.0,421.0,5.061,0.010
23.929,10.0,60.0,563.5,7.402,0.026
33.235,11.0,34.0,384.5,2.992,0.004
32.290,10.5,40.0,475.0,5.290,0.003
35.010,9.5,32.0,368.0,2.412,0.002
36.792,12.0,32.0,335.0,2.412,0.002
35.803,12.5,44.0,395.5,3.915,0.002
32.027,11.0,43.5,467.0,5.760,0.004
28.492,11.5,52.5,528.0,6.744,0.009
30.936,11.5,39.5,598.0,6.619,0.004
29.130,12.5,53.5,635.5,7.503,0.008
26.383,11.5,46.0,556.0,7.303,0.011
28.190,10.0,38.5,551.0,6.815,0.006
23.141,12.5,60.0,698.5,8.410,0.032
20.205,10.5,60.5,692.5,7.651,0.064
26.120,7.5,29.0,490.0,7.272,0.009
20.376,11.0,40.0,561.0,7.743,0.026
16.932,12.5,58.5,728.5,8.696,0.107
18.686,12.0,50.0,576.5,7.471,0.054
18.490,9.0,31.5,497.5,5.809,0.033
15.250,9.5,54.0,592.0,6.293,0.076
11.774,11.5,48.0,683.0,8.049,0.246
12.270,11.0,33.5,467.5,3.595,0.115
7.810,11.0,55.0,549.0,5.990,0.760
3.467,11.5,34.0,454.5,3.946,3.768
10.011,12.0,55.0,663.5,7.863,0.450
9.751,11.0,27.0,442.0,3.341,0.305
13.977,10.0,54.5,708.5,7.808,0.198
16.174,9.5,40.5,541.0,6.642,0.069
16.573,11.0,56.5,585.0,5.880,0.102
21.813,10.0,56.5,538.5,5.380,0.024
25.854,12.0,31.0,389.0,3.265,0.012
29.669,11.5,31.0,348.0,2.938,0.005
25.604,10.0,39.5,377.5,2.705,0.013
19.909,9.5,31.5,480.5,5.171,0.031
24.071,11.0,32.0,444.0,2.412,0.011
20.337,11.5,50.5,539.5,4.716,0.027
21.020,13.0,53.5,533.0,5.354,0.031
26.896,7.5,35.0,414.0,2.955,0.006
23.915,8.5,38.0,500.0,6.450,0.010
22.605,11.0,59.0,650.5,6.437,0.033
28.845,8.5,42.5,563.5,5.021,0.005
31.813,8.0,22.0,412.5,1.867,0.002
26.829,10.5,37.0,535.5,5.614,0.007
27.028,9.5,64.5,635.5,6.340,0.013
32.087,11.5,33.5,490.5,3.852,0.002
32.382,9.0,37.0,447.5,4.840,0.002
30.170,12.0,49.0,547.5,5.810,0.005
33.675,10.5,58.0,507.5,4.660,0.003
34.425,12.0,29.0,408.0,2.412,0.002
29.170,11.5,36.0,519.0,5.074,0.005
30.370,11.5,47.5,577.0,5.007,0.006
31.616,10.0,25.0,467.5,3.421,0.004
34.018,10.0,42.5,471.0,4.493,0.002
34.613,11.5,40.0,462.0,4.635,0.002
34.247,8.5,46.5,475.0,4.887,0.002
33.585,8.0,47.0,364.5,3.750,0.003
22.458,11.0,53.0,718.0,7.989,0.032
32.386,9.5,52.5,550.0,6.327,0.003
13.640,9.0,57.0,644.5,7.171,0.148
20.825,10.0,60.5,657.5,6.918,0.042
20.653,9.5,56.5,583.5,5.715,0.038
31.881,10.5,52.0,549.0,6.073,0.004
19.584,9.0,62.5,812.0,9.500,0.074
30.624,9.0,56.5,536.5,6.618,0.005
23.482,10.0,55.5,604.5,5.789,0.017
29.630,10.5,56.5,574.0,6.616,0.007
10.034,8.5,51.5,526.5,5.995,0.358
25.823,8.0,46.5,447.0,4.530,0.008
34.620,10.5,49.0,464.0,4.280,0.002
5.514,11.0,84.0,810.0,9.337,5.497
5.353,11.0,86.5,995.0,12.296,8.281
8.943,10.5,84.0,850.0,11.053,1.875
10.881,10.0,90.0,943.5,11.040,1.820
16.370,10.5,73.5,824.5,9.835,0.237
13.465,11.5,86.5,947.0,11.442,0.995
22.185,8.5,54.5,646.5,9.570,0.030
19.513,10.5,74.5,853.0,11.209,0.162
12.732,11.0,87.5,984.0,12.149,1.277
15.583,10.5,75.5,741.5,7.901,0.224
22.542,8.0,63.0,682.5,9.210,0.029
11.283,10.0,84.0,911.0,11.042,1.023
16.894,11.5,78.0,696.0,7.394,0.150
21.157,9.0,61.0,628.5,5.963,0.040
19.553,10.5,81.5,819.0,9.582,0.141
15.610,12.0,78.0,809.0,11.195,0.266
18.893,10.0,58.0,647.0,8.322,0.093
23.033,10.0,73.5,672.0,8.631,0.030
22.727,10.0,84.0,742.0,9.383,0.049
18.119,11.5,63.5,687.0,9.463,0.098
24.231,11.5,54.5,558.0,5.963,0.029
25.575,12.0,82.0,644.0,8.613,0.024
20.014,10.0,91.0,786.5,10.954,0.126
30.027,11.0,65.0,607.5,6.543,0.009
27.630,10.5,71.0,698.0,8.841,0.015
31.456,9.5,63.0,591.0,5.963,0.007
34.123,10.0,60.0,561.5,5.418,0.004
33.650,12.0,63.0,558.0,5.963,0.004
31.125,12.5,75.0,618.5,7.466,0.008
27.339,11.0,74.5,690.0,9.312,0.017
24.096,11.5,83.5,751.0,10.295,0.044
24.204,11.5,70.5,821.0,10.171,0.041
22.326,12.5,84.5,858.5,11.055,0.107
21.747,11.5,77.0,779.0,10.854,0.059
22.480,10.0,69.5,774.0,10.366,0.041
16.350,12.5,91.0,921.5,11.962,0.506
14.430,10.5,91.5,915.5,11.202,0.698
22.256,7.5,60.0,713.0,10.823,0.032
15.113,11.0,71.0,784.0,11.294,0.235
10.890,12.5,89.5,951.5,12.248,1.645
15.015,12.0,81.0,799.5,11.023,0.287
15.462,9.0,62.5,720.5,9.360,0.120
10.412,9.5,85.0,815.0,9.845,0.913
7.271,11.5,79.0,906.0,11.600,2.940
11.352,11.0,64.5,690.5,7.146,0.425
6.108,11.0,86.0,772.0,9.542,4.939
8.117,11.5,65.0,677.5,7.498,1.036
4.918,12.0,86.0,886.5,11.414,8.299
9.879,11.0,58.0,665.0,6.893,0.377
7.739,10.0,85.5,931.5,11.360,3.579
11.321,9.5,71.5,764.0,10.193,0.509
11.585,11.0,87.5,808.0,9.431,0.873
15.055,10.0,87.5,761.5,8.932,0.338
20.236,12.0,62.0,612.0,6.817,0.049
23.377,11.5,62.0,571.0,6.489,0.025
19.964,10.0,70.5,600.5,6.257,0.051
14.796,9.5,62.5,703.5,8.723,0.171
17.982,11.0,63.0,667.0,5.963,0.082
13.866,11.5,81.5,762.5,8.268,0.402
14.308,13.0,84.5,756.0,8.905,0.457
20.265,7.5,66.0,637.0,6.506,0.044
16.915,8.5,69.0,723.0,10.001,0.169
14.477,11.0,90.0,873.5,9.989,0.768
20.608,8.5,73.5,786.5,8.572,0.079
24.073,8.0,53.0,635.5,5.418,0.020
18.921,10.5,68.0,758.5,9.165,0.116
18.518,9.5,95.5,858.5,9.891,0.280
23.741,11.5,64.5,713.5,7.404,0.036
24.145,9.0,68.0,670.5,8.392,0.023
21.867,12.0,80.0,770.5,9.361,0.087
25.171,10.5,89.0,730.5,8.211,0.058
28.137,10.5,66.5,641.5,6.958,0.013
28.219,11.0,62.5,628.5,6.622,0.014
28.146,10.5,77.5,668.0,7.917,0.017
26.692,12.0,60.0,631.0,5.963,0.019
21.656,11.5,67.0,742.0,8.626,0.062
28.594,9.5,63.5,659.0,6.918,0.010
23.165,11.5,78.5,800.0,8.559,0.062
25.309,10.0,56.0,690.5,6.972,0.025
30.151,9.0,75.5,666.0,7.284,0.010
27.848,10.0,73.5,694.0,8.044,0.017
33.068,10.5,57.5,607.0,5.963,0.005
32.599,7.5,64.5,603.5,5.418,0.005
28.828,11.5,71.0,685.0,8.187,0.014
28.546,8.5,77.5,698.0,8.439,0.013
30.675,8.0,78.0,587.5,7.302,0.007
14.453,11.0,84.0,941.0,11.540,0.704
25.594,9.5,83.5,773.0,9.878,0.030
7.408,9.0,88.0,867.5,10.723,2.845
13.097,10.0,91.5,880.5,10.470,0.923
14.146,9.5,87.5,806.5,9.267,0.531
25.622,10.5,83.0,772.0,9.625,0.036
11.343,9.0,93.5,1035.0,13.052,1.871
25.088,9.0,87.5,759.5,10.169,0.036
15.696,10.0,86.5,827.5,9.341,0.338
23.291,10.5,87.5,797.0,10.168,0.066
8.403,8.5,82.5,749.5,9.546,1.387
18.998,8.0,77.5,670.0,8.082,0.086
26.098,10.5,80.0,687.0,7.832,0.030
9.253,11.0,77.5,907.0,10.796,1.929
6.915,10.5,75.0,762.0,9.554,2.023
12.295,10.0,81.0,855.5,9.541,0.784
16.422,10.5,64.5,736.5,8.335,0.131
15.408,11.5,77.5,859.0,9.942,0.388
23.388,8.5,45.5,558.5,8.071,0.018
22.591,10.5,65.5,765.0,9.709,0.052
16.184,11.0,78.5,896.0,10.650,0.390
16.244,10.5,66.5,653.5,6.401,0.119
24.780,8.0,54.0,594.5,7.710,0.013
15.164,10.0,75.0,823.0,9.543,0.283
18.691,11.5,69.0,608.0,5.895,0.069
22.804,9.0,52.0,540.5,4.463,0.024
22.912,10.5,72.5,731.0,8.082,0.046
20.012,12.0,69.0,721.0,9.695,0.082
22.293,10.0,49.0,559.0,6.823,0.038
26.589,10.0,64.5,584.0,7.131,0.013
26.800,10.0,75.0,654.0,7.883,0.016
22.475,11.5,54.5,599.0,7.963,0.035
27.830,11.5,45.5,470.0,4.463,0.012
29.812,12.0,73.0,556.0,7.113,0.009
24.784,10.0,82.0,698.5,9.454,0.035
34.870,11.0,56.0,519.5,5.044,0.003
31.780,10.5,62.0,610.0,7.342,0.006
35.181,9.5,54.0,503.0,4.463,0.003
38.064,10.0,51.0,473.5,3.918,0.002
35.615,12.5,66.0,530.5,5.967,0.003
32.171,11.0,65.5,602.0,7.812,0.005
28.476,11.5,74.5,663.0,8.796,0.014
28.069,11.5,61.5,733.0,8.671,0.013
26.528,12.5,75.5,770.5,9.555,0.032
26.815,11.5,68.0,691.0,9.354,0.016
27.526,10.0,60.5,686.0,8.867,0.011
20.986,12.5,82.0,833.5,10.462,0.136
18.496,10.5,82.5,827.5,9.703,0.194
27.592,7.5,51.0,625.0,9.324,0.009
20.481,11.0,62.0,696.0,9.795,0.051
15.763,12.5,80.5,863.5,10.748,0.380
20.207,12.0,72.0,711.5,9.523,0.070
20.940,9.0,53.5,632.5,7.861,0.028
15.885,9.5,76.0,727.0,8.345,0.180
11.888,11.5,70.0,818.0,10.101,0.575
16.421,11.0,55.5,602.5,5.646,0.087
10.880,11.0,77.0,684.0,8.043,0.810
10.143,11.5,56.0,589.5,5.998,0.429
9.850,12.0,77.0,798.5,9.915,1.291
7.786,11.0,49.0,577.0,5.393,0.499
10.259,10.0,76.5,843.5,9.860,1.191
8.328,9.5,62.5,676.0,8.694,0.764
13.129,11.0,78.5,720.0,7.931,0.368
13.870,10.0,78.5,673.5,7.432,0.243
18.713,12.0,53.0,524.0,5.317,0.053
21.505,11.5,53.0,483.0,4.989,0.026
17.556,10.0,61.5,512.5,4.758,0.072
10.958,9.5,53.5,615.5,7.223,0.360
14.887,11.0,54.0,579.0,4.463,0.121
11.495,11.5,72.5,674.5,6.768,0.423
12.019,13.0,75.5,668.0,7.406,0.450
17.722,7.5,57.0,549.0,5.007,0.056
16.079,8.5,60.0,635.0,8.502,0.123
14.451,11.0,81.0,785.5,8.489,0.440
20.845,8.5,64.5,698.5,7.073,0.043
23.320,8.0,44.0,547.5,3.918,0.017
19.456,10.5,59.0,670.5,7.666,0.063
19.896,9.5,86.5,770.5,8.392,0.123
24.156,11.5,55.5,625.5,5.904,0.020
24.743,9.0,59.0,582.5,6.892,0.014
24.088,12.0,71.0,682.5,7.862,0.036
27.217,10.5,80.0,642.5,6.712,0.023
29.394,10.5,57.5,553.5,5.459,0.007
30.066,11.0,53.5,540.5,5.122,0.007
30.793,10.5,68.5,580.0,6.418,0.007
29.627,12.0,51.0,543.0,4.464,0.008
25.263,11.5,58.0,654.0,7.126,0.021
32.655,9.5,54.5,571.0,5.418,0.003
27.542,11.5,69.5,712.0,7.059,0.019
30.182,10.0,47.0,602.5,5.473,0.007
33.836,9.0,66.5,578.0,5.784,0.004
32.557,10.0,64.5,606.0,6.545,0.005
36.913,10.5,48.5,519.0,4.463,0.002
37.146,7.5,55.5,515.5,3.918,0.002
33.477,11.5,62.0,597.0,6.687,0.004
32.929,8.5,68.5,610.0,6.939,0.004
34.775,8.0,69.0,499.5,5.803,0.003
15.571,11.0,75.0,853.0,10.041,0.315
29.683,9.5,74.5,685.0,8.379,0.010
4.895,9.0,79.0,779.5,9.223,4.364
12.758,10.0,82.5,792.5,8.970,0.558
14.726,9.5,78.5,718.5,7.767,0.264
29.979,10.5,74.0,684.0,8.125,0.011
13.699,9.0,84.5,947.0,11.552,0.696
29.787,9.0,78.5,671.5,8.669,0.010
15.139,10.0,77.5,739.5,7.841,0.210
27.962,10.5,78.5,709.0,8.668,0.018
6.543,8.5,73.5,661.5,8.046,1.827
17.024,8.0,68.5,582.0,6.582,0.075
27.559,10.5,71.0,599.0,6.332,0.014
8.378,10.5,77.5,947.0,12.513,2.667
6.481,10.0,83.5,1040.5,12.500,6.210
12.558,10.5,67.0,921.5,11.294,0.641
8.495,11.5,80.0,1044.0,12.901,3.539
17.446,8.5,48.0,743.5,11.030,0.083
14.194,10.5,68.0,950.0,12.668,0.562
7.391,11.0,81.0,1081.0,13.609,5.040
11.662,10.5,69.0,838.5,9.360,0.671
17.537,8.0,56.5,779.5,10.669,0.087
7.249,10.0,77.5,1008.0,12.502,3.538
13.083,11.5,71.5,793.0,8.854,0.412
17.057,9.0,54.5,725.5,7.423,0.095
14.654,10.5,75.0,916.0,11.041,0.479
12.366,12.0,71.5,906.0,12.654,0.600
16.859,10.0,51.5,744.0,9.782,0.139
19.407,10.0,67.0,769.0,10.091,0.064
18.564,10.0,77.5,839.0,10.842,0.131
16.033,11.5,57.0,784.0,10.922,0.152
22.241,11.5,48.0,655.0,7.423,0.041
22.022,12.0,75.5,741.0,10.072,0.051
16.252,10.0,84.5,883.5,12.413,0.336
26.350,11.0,58.5,704.5,8.003,0.017
23.003,10.5,64.5,795.0,10.301,0.043
27.136,9.5,56.5,688.0,7.423,0.015
29.534,10.0,53.5,658.5,6.878,0.010
29.705,12.0,56.5,655.0,7.423,0.007
26.605,12.5,68.5,715.5,8.926,0.019
23.112,11.0,68.0,787.0,10.771,0.038
19.732,11.5,77.0,848.0,11.755,0.124
19.037,11.5,64.0,918.0,11.630,0.126
17.376,12.5,78.0,955.5,12.514,0.337
17.916,11.5,70.5,876.0,12.314,0.155
18.541,10.0,63.0,871.0,11.826,0.097
11.894,12.5,84.5,1018.5,13.421,1.556
9.633,10.5,85.0,1012.5,12.662,2.483
19.165,7.5,53.5,810.0,12.283,0.057
12.682,11.0,64.5,881.0,12.754,0.489
6.820,12.5,83.0,1048.5,13.707,5.348
12.236,12.0,74.5,896.5,12.482,0.672
13.874,9.0,56.0,817.5,10.820,0.188
9.290,9.5,78.5,912.0,11.304,1.445
5.285,11.5,72.5,1003.0,13.059,6.134
12.580,11.0,58.0,787.5,8.606,0.354
8.940,11.0,79.5,869.0,11.002,2.239
11.550,11.5,58.5,774.5,8.957,0.425
4.508,12.0,79.5,983.5,12.873,10.081
11.757,11.0,51.5,762.0,8.352,0.263
3.930,10.0,79.0,1028.5,12.819,13.319
11.010,9.5,65.0,861.0,11.652,0.696
8.068,11.0,81.0,905.0,10.890,2.662
12.317,10.0,81.0,858.5,10.392,0.747
17.373,12.0,55.5,709.0,8.276,0.093
20.635,11.5,55.5,668.0,7.949,0.048
17.898,10.0,64.0,697.5,7.716,0.081
14.918,9.5,56.0,800.5,10.183,0.184
17.969,11.0,56.5,764.0,7.423,0.093
14.358,11.5,75.0,859.5,9.727,0.443
13.116,13.0,78.0,853.0,10.365,0.732
18.962,7.5,59.5,734.0,7.966,0.069
16.968,8.5,62.5,820.0,11.460,0.200
12.066,11.0,83.5,970.5,11.448,1.483
17.157,8.5,67.0,883.5,10.032,0.180
22.401,8.0,46.5,732.5,6.878,0.030
17.465,10.5,61.5,855.5,10.625,0.186
15.065,9.5,89.0,955.5,11.351,0.657
20.258,11.5,58.0,810.5,8.863,0.082
21.706,9.0,61.5,767.5,9.851,0.041
18.893,12.0,73.5,867.5,10.821,0.189
21.199,10.5,82.5,827.5,9.671,0.143
24.788,10.5,60.0,738.5,8.418,0.028
25.439,11.0,56.0,725.5,8.081,0.024
24.594,10.5,71.0,765.0,9.377,0.039
24.126,12.0,53.5,728.0,7.423,0.032
19.018,11.5,60.5,839.0,10.085,0.114
24.874,9.5,57.0,756.0,8.378,0.021
19.146,11.5,72.0,897.0,10.018,0.146
21.790,10.0,49.5,787.5,8.431,0.048
25.183,9.0,69.0,763.0,8.743,0.029
23.388,10.0,67.0,791.0,9.504,0.040
28.032,10.5,51.0,704.0,7.423,0.014
28.051,7.5,58.0,700.5,6.878,0.011
24.227,11.5,64.5,782.0,9.646,0.034
23.728,8.5,71.0,795.0,9.898,0.036
26.763,8.0,71.5,684.5,8.761,0.014
10.142,11.0,77.5,1038.0,13.000,2.059
20.575,9.5,77.0,870.0,11.338,0.092
8.104,9.0,81.5,964.5,12.182,2.692
10.232,10.0,85.0,977.5,11.930,2.035
10.086,9.5,81.0,903.5,10.726,1.635
20.750,10.5,76.5,869.0,11.084,0.107
6.698,9.0,87.0,1132.0,14.511,6.271
20.566,9.0,81.0,856.5,11.629,0.099
12.880,10.0,80.0,924.5,10.800,0.726
18.788,10.5,81.0,894.0,11.627,0.185
13.198,8.5,76.0,846.5,11.006,0.461
16.860,8.0,71.0,767.0,9.542,0.169
22.446,10.5,73.5,784.0,9.292,0.070
7.151,9.5,81.0,895.5,11.258,3.545
9.797,10.0,64.5,776.5,10.053,0.788
10.223,11.0,77.5,899.0,11.659,1.448
17.559,8.0,45.5,598.5,9.788,0.061
18.125,10.0,65.5,805.0,11.426,0.141
12.702,10.5,78.5,936.0,12.367,0.948
10.963,10.0,66.5,693.5,8.118,0.459
19.814,7.5,54.0,634.5,9.428,0.038
13.632,9.5,75.0,863.0,11.259,0.484
15.152,11.0,69.0,648.0,7.612,0.153
18.624,8.5,52.0,580.5,6.181,0.051
19.372,10.0,72.5,771.0,9.800,0.102
19.315,11.5,69.0,761.0,11.412,0.096
22.235,9.5,49.0,599.0,8.540,0.035
24.703,9.5,64.5,624.0,8.849,0.018
24.623,9.5,75.0,694.0,9.600,0.028
22.891,11.0,54.5,639.0,9.681,0.030
27.926,11.0,45.5,510.0,6.181,0.011
28.414,11.5,73.0,596.0,8.830,0.012
23.588,9.5,82.0,738.5,11.171,0.053
33.570,10.5,56.0,559.5,6.761,0.003
28.900,10.0,62.0,650.0,9.059,0.011
32.345,9.0,54.0,543.0,6.181,0.005
34.952,9.5,51.0,513.5,5.636,0.003
36.219,11.5,54.0,510.0,6.181,0.002
32.990,12.0,66.0,570.5,7.684,0.005
30.196,10.5,65.5,642.0,9.529,0.007
26.200,11.0,74.5,703.0,10.512,0.024
24.222,11.0,61.5,773.0,10.388,0.032
23.262,12.0,75.5,810.5,11.272,0.068
25.588,11.0,68.0,731.0,11.072,0.024
26.000,9.5,60.5,726.0,10.584,0.017
18.911,12.0,82.0,873.5,12.180,0.245
16.048,10.0,82.5,867.5,11.419,0.389
27.277,7.0,51.0,665.0,11.041,0.009
20.780,10.5,62.0,736.0,11.512,0.060
14.836,12.0,80.5,903.5,12.465,0.559
20.348,11.5,72.0,751.5,11.240,0.084
22.220,8.5,53.5,672.5,9.578,0.025
17.355,9.0,76.0,767.0,10.062,0.162
12.560,11.0,70.0,858.0,11.818,0.564
19.875,10.5,55.5,642.5,7.364,0.049
14.943,10.5,77.0,724.0,9.759,0.332
14.915,11.0,56.0,629.5,7.715,0.130
11.470,11.5,77.0,838.5,11.632,0.944
9.696,10.5,49.0,617.0,7.110,0.322
7.995,9.5,76.5,883.5,11.577,2.572
3.347,9.0,62.5,716.0,10.411,7.595
9.751,10.5,78.5,760.0,9.649,1.065
6.955,9.5,78.5,713.5,9.149,2.071
12.185,11.5,53.0,564.0,7.034,0.184
14.802,11.0,53.0,523.0,6.707,0.092
11.157,9.5,61.5,552.5,6.475,0.249
6.670,9.0,53.5,655.5,8.941,1.094
11.331,10.5,54.0,619.0,6.181,0.275
9.339,11.0,72.5,714.5,8.485,0.824
6.245,12.5,75.5,708.0,9.123,2.888
12.362,7.0,57.0,589.0,6.724,0.175
14.481,8.0,60.0,675.0,10.219,0.194
9.592,10.5,81.0,825.5,10.206,1.565
15.055,8.0,64.5,738.5,8.790,0.169
19.246,7.5,44.0,587.5,5.636,0.036
16.742,10.0,59.0,710.5,9.383,0.122
15.335,9.0,86.5,810.5,10.108,0.350
18.577,11.0,55.5,665.5,7.621,0.070
20.772,8.5,59.0,622.5,8.609,0.029
20.908,11.5,71.0,722.5,9.579,0.073
22.644,10.0,80.0,682.5,8.428,0.059
24.831,10.0,57.5,593.5,7.176,0.018
26.753,10.5,53.5,580.5,6.839,0.012
27.234,10.0,68.5,620.0,8.135,0.014
27.507,11.5,51.0,583.0,6.181,0.011
23.681,11.0,58.0,694.0,8.843,0.030
30.167,9.0,54.5,611.0,7.136,0.005
25.190,11.0,69.5,752.0,8.776,0.030
28.736,9.5,47.0,642.5,7.190,0.009
29.687,8.5,66.5,618.0,7.501,0.009
30.028,9.5,64.5,646.0,8.262,0.008
32.810,10.0,48.5,559.0,6.181,0.005
34.224,7.0,55.5,555.5,5.636,0.003
30.792,11.0,62.0,637.0,8.404,0.007
29.848,8.0,68.5,650.0,8.656,0.010
32.748,7.5,69.0,539.5,7.520,0.004
9.742,10.5,75.0,893.0,11.758,1.395
26.098,9.0,74.5,725.0,10.096,0.024
2.340,8.5,79.0,819.5,10.940,15.722
6.544,9.5,82.5,832.5,10.688,3.526
8.832,9.0,78.5,758.5,9.484,1.377
26.847,10.0,74.0,724.0,9.842,0.023
9.442,8.5,84.5,987.0,13.269,2.102
27.391,8.5,78.5,711.5,10.387,0.018
9.007,9.5,77.5,779.5,9.558,1.112
25.516,10.0,78.5,749.0,10.385,0.034
12.497,8.0,73.5,701.5,9.764,0.309
10.643,7.5,68.5,622.0,8.300,0.392
22.805,10.0,71.0,639.0,8.050,0.038
6.527,9.5,70.5,870.0,10.040,2.761
3.265,10.5,83.5,992.5,11.646,16.779
11.902,7.5,51.5,692.0,9.775,0.241
10.989,9.5,71.5,898.5,11.413,0.948
6.085,10.0,84.5,1029.5,12.354,6.777
6.661,9.5,72.5,787.0,8.105,2.400
13.320,7.0,60.0,728.0,9.415,0.188
8.930,9.0,81.0,956.5,11.246,2.308
10.555,10.5,75.0,741.5,7.599,0.711
13.607,8.0,58.0,674.0,6.167,0.182
12.720,9.5,78.5,864.5,9.787,0.655
14.547,11.0,75.0,854.5,11.399,0.372
18.718,9.0,55.0,692.5,8.527,0.081
19.337,9.0,70.5,717.5,8.835,0.065
18.514,9.0,81.0,787.5,9.587,0.128
18.972,10.5,60.5,732.5,9.668,0.079
24.103,10.5,51.5,603.5,6.167,0.025
22.768,11.0,79.0,689.5,8.817,0.045
17.853,9.0,88.0,832.0,11.158,0.247
27.474,10.0,62.0,653.0,6.748,0.011
22.147,9.5,68.0,743.5,9.046,0.055
25.993,8.5,60.0,636.5,6.167,0.021
28.219,9.0,57.0,607.0,5.622,0.015
29.910,11.0,60.0,603.5,6.167,0.007
26.187,11.5,72.0,664.0,7.671,0.024
23.688,10.0,71.5,735.5,9.516,0.032
19.747,10.5,80.5,796.5,10.499,0.118
17.160,10.5,67.5,866.5,10.375,0.166
16.471,11.5,81.5,904.0,11.259,0.356
19.661,10.5,74.0,824.5,11.058,0.113
20.064,9.0,66.5,819.5,10.570,0.068
13.046,11.5,88.0,967.0,12.166,1.179
9.887,9.5,88.5,961.0,11.406,2.275
21.960,6.5,57.0,758.5,11.028,0.031
16.762,10.0,68.0,829.5,11.499,0.210
10.140,11.5,86.5,997.0,12.452,2.320
15.879,11.0,78.0,845.0,11.227,0.323
18.648,8.0,59.5,766.0,9.564,0.073
14.819,8.5,82.0,860.5,10.049,0.424
10.248,10.5,76.0,951.5,11.805,1.444
18.826,10.0,61.5,736.0,7.350,0.094
15.360,10.0,83.0,817.5,9.746,0.475
16.717,10.5,62.0,723.0,7.702,0.130
10.455,11.0,83.0,932.0,11.619,1.778
13.395,10.0,55.0,710.5,7.097,0.176
5.140,9.0,82.5,977.0,11.564,8.524
8.972,8.5,68.5,809.5,10.398,1.129
6.162,10.0,84.5,853.5,9.636,4.745
6.891,9.0,84.5,807.0,9.136,2.811
11.500,11.0,59.0,657.5,7.021,0.289
14.689,10.5,59.0,616.5,6.693,0.141
12.587,9.0,67.5,646.0,6.461,0.211
12.521,8.5,59.5,749.0,8.928,0.264
15.770,10.0,60.0,712.5,6.167,0.124
13.785,10.5,78.5,808.0,8.472,0.431
9.831,12.0,81.5,801.5,9.110,1.393
15.023,6.5,63.0,682.5,6.711,0.140
16.942,7.5,66.0,768.5,10.206,0.174
9.319,10.0,87.0,919.0,10.193,2.333
12.688,7.5,70.5,832.0,8.777,0.404
19.788,7.0,50.0,681.0,5.622,0.042
16.736,9.5,65.0,804.0,9.370,0.188
12.365,8.5,92.5,904.0,10.095,0.940
16.036,10.5,61.5,759.0,7.608,0.174
19.475,8.0,65.0,716.0,8.596,0.052
17.968,11.0,77.0,816.0,9.566,0.205
18.439,9.5,86.0,776.0,8.415,0.199
21.916,9.5,63.5,687.0,7.163,0.044
24.130,10.0,59.5,674.0,6.826,0.025
23.189,9.5,74.5,713.5,8.121,0.044
24.421,11.0,57.0,676.5,6.168,0.026
20.238,10.5,64.0,787.5,8.830,0.082
25.013,8.5,60.5,704.5,7.122,0.018
19.626,10.5,75.5,845.5,8.763,0.121
23.349,9.0,53.0,736.0,7.176,0.031
23.071,8.0,72.5,711.5,7.488,0.044
23.474,9.0,70.5,739.5,8.249,0.035
25.961,9.5,54.5,652.5,6.167,0.023
27.599,6.5,61.5,649.0,5.622,0.010
24.007,10.5,68.0,730.5,8.391,0.032
22.879,7.5,74.5,743.5,8.643,0.046
26.663,7.0,75.0,633.0,7.506,0.014
4.853,10.0,81.0,986.5,11.745,7.990
19.170,8.5,80.5,818.5,10.083,0.117
8.603,8.0,85.0,913.0,10.927,2.079
5.912,9.0,88.5,926.0,10.674,5.678
4.069,8.5,84.5,852.0,9.471,9.660
